iso,App,English,Company,Type
dk,توصيل - لطلب وتوصيل الطعام من المطاعم في اليمن,Connecting - to request and deliver food from restaurants in Yemen,Smart Applications YE,
dk,McDelivery Saudi West & South,McDelivery Saudi West & South,McDonald’s Saudi West & South,
dk,KFC Delivery Su,KFC Delivery Su,GlobalFood,
dk,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,
dk,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
dk,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,
dk,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,
dk,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
dk,배달의민족,Ethnic delivery,WoowaBrothers,
dk,Пятёрочка Доставка — заказ продуктов на дом,Pyaterochka Delivery - order products at home,Пятёрочка,
dk,배달요기요 - 기다림 없는 맛집 배달앱,Delivery Yogi yo-app delivery restaurants without waiting,DeliveryHero Korea,
dk,"Самокат - Доставка продуктов, еды бесплатно!","Scooter - Delivery of products, food for free!",Smart Space LLC,
dk,Яндекс.Еда — доставка еды/продуктов. Food delivery,Yandeks.Eda - food delivery / products. Food delivery,Yandex Apps,
dk,Just Eat UK - Takeaway Delivery,Just Eat UK - Takeaway Delivery,Just-Eat Holding Limited,
dk,"БУРГЕР КИНГ - Доставка, купоны, акции","BURGER KING - Delivery, coupons, promotions",Burger-King,
dk,Eat Scanner - ristoranti con consegna a domicilio,Eat Scanner - restaurants with home delivery,Eat Scanner,
dk,InstaShop: Convenience delivered,InstaShop: Convenience delivered,InstaShop Ltd,
dk,Just Eat France - Food Delivery,Just Eat France - Food Delivery,Just-Eat Holding Limited,
dk,Domicilios.com - Delivery App,Domicilios.com - Delivery App,PedidoYa S.A.,
dk,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,
dk,Takeaway.com - Romania,Takeaway.com - Romania,Takeaway.com,
dk,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
dk,KFC Delivery Su,KFC Delivery Su,GlobalFood,
dk,Pizza Hut Delivery Romania,Pizza Hut Delivery Romania,Expremio Technology,
dk,Just Eat UK - Takeaway Delivery,Just Eat UK - Takeaway Delivery,Just-Eat Holding Limited,
dk,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,
dk,McDelivery Su,McDelivery Su,GlobalFood,
dk,Takeaway.com - Order Food,Takeaway.com - Order Food,Takeaway.com,
dk,"Just-eat.by – Доставка пиццы, суши и другой еды","Just-eat.by - pizza delivery, sushi and other food",Фуд Клаб,
ca,Delivio - Доставка еды и напитков,Delivio - Delivery of food and beverages,RINGL TECHNOLOGIES,
ca,Kapibara – доставка суши,Kapibara - sushi delivery,Kapibara_IT,
ca,Яндекс.Еда — доставка еды/продуктов. Food delivery,Yandeks.Eda - food delivery / products. Food delivery,Yandex Apps,
ca,"БУРГЕР КИНГ - Доставка, купоны, акции","BURGER KING - Delivery, coupons, promotions",Burger-King,
ca,Domino’s Pizza доставка пиццы 35% по коду PIZZAME,Domino's Pizza pizza delivery 35% of the code PIZZAME,Domino's Pizza Russia,
ca,Пятёрочка Доставка — заказ продуктов на дом,Pyaterochka Delivery - order products at home,Пятёрочка,
ca,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
ca,Takeaway.com - Portugal,Takeaway.com - Portugal,Takeaway.com,
ca,YaEsta Delivery,YaEsta Delivery,Desenvolvendo Aplicativos,
ca,The Xico's Delivery,The Xico's Delivery,Pedro da Silva Ribeiro,
ca,iFood Delivery de Comida e Mercado,iFood Food and Market Delivery,iFood Delivery de Comida e Mercado,
ca,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,
ca,KFC Delivery Su,KFC Delivery Su,GlobalFood,
ca,Ambrosio Delivery,Ambrosio Delivery,XD People Lda,
ca,InstaShop: Convenience delivered,InstaShop: Convenience delivered,InstaShop Ltd,
ca,Carriage - Food Delivery,Carriage - Food Delivery,Carriage Food and Grocery Delivery,
ca,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,
ca,McDelivery Bahrain,McDelivery Bahrain,McDonald's Bahrain,
ca,Akalati - Catering and Food Delivery,Akalati - Catering and Food Delivery,Akalati W.L.L,
ca,KFC Delivery Su,KFC Delivery Su,GlobalFood,
ca,A&E Shop - Alcohol Delivery in Bahrain,A&E Shop - Alcohol Delivery in Bahrain,AFRICAN AND EASTERN,
ca,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
ca,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
ca,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
ca,Juan Valdez Delivery CL,Juan Valdez Delivery CL,Justo App,
ca,Pizza Hut Delivery,Pizza Hut Delivery,MIXOR S.A.,
ca,KFC Delivery Su,KFC Delivery Su,GlobalFood,
ca,Lala Delivery,Lala Delivery,Lala S.A.,
ca,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",
ca,McDelivery Su,McDelivery Su,GlobalFood,
ca,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,
ca,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,Official(Fast food) resturant delivery
nz,McDonald's,McDonald's,McDonald's USA,Official(Fast food) resturant delivery
nz,Instacart: Same day groceries,Instacart: Same day groceries,Maplebear Inc,Food delivery
nz,Domino's Pizza USA,Domino's Pizza USA,Domino's Pizza LLC,Official(Fast food) resturant delivery
nz,Chipotle,Chipotle,Chipotle Mexican Grill,Food delivery
nz,Panera Bread,Panera Bread,Panera Bread,Official(Fast food) resturant delivery
nz,MrBeast Burger,MrBeast Burger,"VIRTUAL DINING CONCEPTS, LLC",Official(Fast food) resturant delivery
nz,Little Caesars,Little Caesars,"Little Caesar Enterprises, Inc.",Official(Fast food) resturant delivery
nz,Popeyes®,Popeyes®,"Popeyes Louisiana Kitchen, Inc.",Official(Fast food) resturant delivery
nz,"7-Eleven, Inc.","7-Eleven, Inc.","7-Eleven, Inc.",Official(Fast food) resturant delivery
nz,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
nz,Auntie Anne's Pretzel Perks,Auntie Anne's Pretzel Perks,Auntie Anne's,Official(Fast food) resturant delivery
nz,Papa John's Pizza,Papa John's Pizza,Papa John's International Inc.,Official(Fast food) resturant delivery
nz,Jimmy John’s Sandwiches,Jimmy John’s Sandwiches,Jimmy John's Sandwiches,Official(Fast food) resturant delivery
nz,Buffalo Wild Wings,Buffalo Wild Wings,"Buffalo Wild Wings, Inc.",Official(Fast food) resturant delivery
nz,Panda Express,Panda Express,Panda Express,Food delivery
nz,Wingstop,Wingstop,"Wingstop Restaurants, Inc.",Official(Fast food) resturant delivery
nz,Krispy Kreme ®,Krispy cream ®,Krispy Kreme Doughnut Corporation,Official(Fast food) resturant delivery
be,Chilis,Chilis,"Brinker International Payroll Company, L.P",Food delivery
be,Jamba,Jamba,Jamba Inc.,Official(Fast food) resturant delivery
be,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
be,Gousto,Gousto,Gousto,Grocery delivery
be,Modern Milkman,Modern Milkman,Modern MIlkman ltd,Grocery delivery
be,Amazon Prime Now,Amazon Prime Now,AMZN Mobile LLC,Food delivery
be,Mealime Meal Plans & Recipes,Mealime Meal Plans & Recipes,Mealime Meal Plans Inc,not related
be,MrBeast Burger,MrBeast Burger,"VIRTUAL DINING CONCEPTS, LLC",Official(Fast food) resturant delivery
be,SimplyCook Recipe Inspiration,SimplyCook Recipe Inspiration,SimplyCook,
be,Nespresso,Nespresso,Nespresso SA,
be,Wetherspoon,Wetherspoon,JD Wetherspoon plc,not related
be,talabat: Food & Grocery order,talabat: Food & Grocery order,Talabat General Trading and Contracting Company,Food delivery
be,Burger King Kuwait,Burger King Kuwait,Tillster,
be,Drops App,Drops App,DROPS GENERAL TRADING CO. WLL,
lu,COFE,COFE,Cofe District,
lu,Toffaha,Toffaha,Toffaha GTC,
lu,Al7alabi - الحلبي,Al7alabi - Halabi,Wassem Lbnie,
lu,Oncost,Oncost,IFA FOODS,Grocery delivery
lu,Trycatering,Trycatering,Ahmad Alenezi,
lu,Hardee's UAE,Hardee's UAE,Kuwait Food Co.(Americana),
lu,Baqal,Baqal,IFA FOODS,
lu,دومينوز بيتزا Domino’s Pizza,Domino's Pizza Domino's Pizza,"Domino's Pizza Middle East, North Africa and Pakistan",Official(Fast food) resturant delivery
lu,Rafeeq,Rafeeq,RAFEEQ AL DARB TRADING SERVICES AND TRANSPORTATION,
lu,InstaShop: Groceries & more,InstaShop: Groceries & more,InstaShop Ltd,Grocery delivery
lu,Dealz Daily Offers - Kuwait,Dealz Daily Offers - Kuwait,KUWAIT PROTOCOL GENERAL TRADING COMPANY W.L.L,
lu,Burger King Arabia,Burger King Arabia,OLAYAN FOOD SERVICES COMPANY LTD,
lu,星巴克中国,Starbucks China,Starbucks Coffee Company,
lu,必胜客Pizza Hut-宠粉节9.9比萨,Pizza Hut Pizza Hut- pet pink section 9.9 of Pisa,"Huansheng E-commerce (Shanghai) Co., Ltd",Official(Fast food) resturant delivery
il,Domino's Pizza Norway,Domino's Pizza Norway,DP Norway AS,Official(Fast food) resturant delivery
il,Nespresso,Nespresso,Nespresso SA,
il,MrBeast Burger,MrBeast Burger,"VIRTUAL DINING CONCEPTS, LLC",Official(Fast food) resturant delivery
fr,IL Handel Norge,IL Trade Norway,Noramix Invest AS,Grocery delivery
fr,EAT.ch,EAT.ch,Just-Eat.com,Food delivery
fr,Nespresso,Nespresso,Nespresso SA,
fr,Domino's Pizza Switzerland,Domino's Pizza Switzerland,Domino's Pizza GmbH,Official(Fast food) resturant delivery
fr,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
si,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
si,Jimmy Brings,Jimmy Brings,Jimmy Brings Australia,
es,Dunnes Stores Cornelscourt,Dunnes Stores Cornelscourt,Dunnes Stores Cornelscourt,Grocery delivery
es,Nespresso,Nespresso,Nespresso SA,
es,Pizza Max IE,Pizza Max IE,Flipdish,Official(Fast food) resturant delivery
es,Dublin Meat Co. - Fit Foods,Dublin Meat Co. - Fit Foods,DPB Meats Limited,Food delivery
es,Lieferando.de,Lieferando.de,Takeaway.com,Food delivery
es,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
cz,Picnic Supermarkt Online,Picnic Supermarket Online,Picnic BV,
cz,Nespresso,Nespresso,Nespresso SA,
sv,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,
sv,foodora Sverige,foodora Sweden,OnlinePizza Norden AB,Food delivery
sv,OpenRice,OpenRice,OpenRice.com,
sv,Starbucks Hong Kong,Starbucks Hong Kong,Starbucks Coffee Company,Official(Fast food) resturant delivery
kg,Nespresso,Nespresso,Nespresso SA,
kg,領展泊食易,Ryoten Hakushokueki,Link Asset Management Limited,Official(Fast food) resturant delivery
kg,Ruby Tuesday Hong Kong,Ruby Tuesday Hong Kong,Asia Pacific RT (Hong Kong) Limited,
kg,M&S Hong Kong,M&S Hong Kong,Al-Futtaim Group,Official(Fast food) resturant delivery
kg,星巴克中国,Starbucks China,Starbucks Coffee Company,
kg,foodora Sverige,foodora Sweden,OnlinePizza Norden AB,Food delivery
kg,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
kg,Bolt Food,Bolt Food,BOLT TECHNOLOGY OU,Food delivery
gt,Nespresso,Nespresso,Nespresso SA,
gt,Burger King Singapore,Burger King Singapore,BURGER KING SINGAPORE PTE LTD,Official(Fast food) resturant delivery
gt,RedManShop.com,RedManShop.com,PHOON HUAT PTE LTD,Grocery delivery
gt,Living Menu,Living Menu,The Living Menu Pte Ltd,
gt,Domino's Pizza Norway,Domino's Pizza Norway,DP Norway AS,Official(Fast food) resturant delivery
gt,Nespresso,Nespresso,Nespresso SA,
gt,MilkRun,MilkRun,Meilitechs,
gt,Thuisbezorgd.nl,Thuisbezorgd.nl,Takeaway.com,Food delivery
uz,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
uz,Picnic Supermarkt Online,Picnic Supermarket Online,Picnic BV,
uz,Nespresso,Nespresso,Nespresso SA,
uz,Yemeksepeti: Food & Grocery,Yemeksepeti: Food & Grocery,YEMEK SEPETI ELEKTRONIK ILETISIM PERAKENDE GIDA LOJISTIK ANONIM SIRKETI,Food delivery
uz,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
ve,Simple Feast,Simple Feast,Feast Kitchen,
ve,Gasoline Grill,Gasoline Grill,Gasoline Grill,
ve,Nespresso,Nespresso,Nespresso SA,
ve,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
py,Chefs Plate,chefs Plate,Chef's Plate,Grocery delivery
py,Nespresso,Nespresso,Nespresso SA,
py,Little Caesars,Little Caesars,"Little Caesar Enterprises, Inc.",
py,Boston Pizza,Boston Pizza,Boston Pizza International Inc.,Official(Fast food) resturant delivery
py,Booster Juice To Go,Booster Juice To Go,Booster Juice,
py,Papa John's Pizza,Papa John's Pizza,Papa John's International Inc.,Official(Fast food) resturant delivery
py,MrBeast Burger,MrBeast Burger,"VIRTUAL DINING CONCEPTS, LLC",Official(Fast food) resturant delivery
py,foodora Suomi,foodora Finland,SLM Finland Oy,Food delivery
ph,Bolt Food,Bolt Food,BOLT TECHNOLOGY OU,Food delivery
ph,Rosa Pizza,Rosa Pizza,Srikanth Yarlagadda,Official(Fast food) resturant delivery
ph,Nespresso,Nespresso,Nespresso SA,
ph,foodora Sverige,foodora Sweden,OnlinePizza Norden AB,Food delivery
ph,KFC New Zealand,KFC New Zealand,Restaurant Brands,
ph,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
ph,BurgerFuel NZ,BurgerFuel NZ,BurgerFuel,
za,Nespresso,Nespresso,Nespresso SA,
za,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
za,Nespresso,Nespresso,Nespresso SA,
za,Bruno Foodcorner,Bruno Foodcorner,Group Bruno,Food delivery
za,Click4Food,Click4Food,Compass-group Belgilux,Food delivery
eg,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
eg,Luxcaddy,Luxcaddy,Itix,
eg,Nespresso,Nespresso,Nespresso SA,
eg,Lieferando.de,Lieferando.de,Takeaway.com,Food delivery
eg,Deli by Yango – משלוחי קניות,Deli by Yango - Shopping shipments,Yandex LLC,Grocery delivery
id,בורגרס בר - Burgers Bar,Burgers Bar - Burgers Bar,Edea Ltd.,Official(Fast food) resturant delivery
id,פיצה טורינו - Pizza Torino,Torino Pizza - Pizza Torino,Edea Ltd.,Official(Fast food) resturant delivery
id,HelloFresh,Hello Fresh,HelloFresh,Grocery delivery
vn,Nespresso,Nespresso,Nespresso SA,
vn,Student Meal App,Student Meal App,Imovation d.o.o.,
vn,Lieferando.de,Lieferando.de,Takeaway.com,Food delivery
vn,Thuisbezorgd.nl,Thuisbezorgd.nl,Takeaway.com,Food delivery
bo,Fitness Meals,Fitness Meals,ASMEX Digital,
bo,Gasoline Grill,Gasoline Grill,Gasoline Grill,
bo,Lieferando.at Essen Bestellen,Lieferando.at food Order,Takeaway.com,Food delivery
bo,Nespresso,Nespresso,Nespresso SA,
ua,Ulabox - Supermercado online,Ulabox - Supermarket online,ulabox,Grocery delivery
ua,Bolt Food,Bolt Food,BOLT TECHNOLOGY OU,Food delivery
ua,Bombay Express App,Bombay Express App,Bombay Food Production s.r.o.,Food delivery
ua,Nespresso,Nespresso,Nespresso SA,
ua,Lieferando.de,Lieferando.de,Takeaway.com,Food delivery
pe,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
pe,McDonald's,McDonald's,McDonald's Apps,
pe,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
pe,Пятёрочка,Pyaterochka,Пятёрочка,
pe,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
pe,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
pe,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,Food delivery
pe,Tasty,Tasty,BuzzFeed,
pe,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
pe,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
pe,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
pe,Aquela Receita,that revenue,Aquela Receita,
pe,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,Food delivery
pe,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
pe,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
pe,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
pe,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
